id,limit_bal,sex,education,marriage,age,default_payment_next_month,total_bill,total_pay,repayment_status
2524,70000,2,2,2,30,0,57848,10000,0
2525,20000,1,2,2,23,0,48374,17316,0
2526,50000,2,2,2,25,0,107658,6800,0
2527,500000,2,1,1,33,0,8760,5812,-1
2528,390000,1,3,1,49,0,5112,5112,-2
2529,90000,2,1,2,27,0,0,0,-2
2530,10000,1,2,2,22,0,12823,6242,-2
2531,30000,1,2,2,24,1,2340,1170,-2
2532,240000,1,3,1,35,1,958,970,-2
2533,180000,2,1,2,29,0,139781,4636,0
2534,70000,2,2,2,23,0,156693,16272,0
2535,50000,1,2,2,26,0,6840,6840,-1
2536,20000,1,3,1,46,0,79884,5550,0
2537,260000,2,2,1,36,1,1262329,45103,0
2538,160000,1,2,1,26,1,0,0,-2
2539,250000,2,1,1,42,0,25298,0,-2
2540,20000,1,1,1,49,0,6640,5596,-2
2541,210000,1,3,1,37,0,11215,11214,-1
2542,100000,2,1,1,35,1,313920,16800,2
2543,100000,1,1,2,28,0,498426,46267,0
2544,230000,2,2,1,34,0,11985,9660,-2
2545,20000,1,2,2,25,1,57168,6500,0
2546,40000,1,1,2,24,1,99898,4590,0
2547,100000,1,3,1,51,0,298512,164044,0
2548,20000,1,3,2,26,0,112013,6454,0
2549,140000,1,2,2,32,0,144050,16673,0
2550,50000,1,3,2,23,0,201214,11973,0
2551,30000,2,2,2,26,0,130362,39496,0
2552,80000,1,2,2,28,0,20403,1315,-2
2553,20000,2,3,1,31,1,89202,4038,0
2554,210000,2,1,2,26,0,38162,20171,-1
2555,220000,2,1,0,33,0,8474,5588,-1
2556,150000,2,1,1,30,0,220356,19040,0
2557,200000,1,1,2,28,0,22951,26391,-1
2558,200000,2,1,2,28,1,348535,16750,0
2559,50000,1,2,2,39,0,87193,6001,0
2560,80000,2,1,2,28,0,84754,8401,2
2562,210000,1,1,2,29,0,898706,38277,0
2564,20000,2,2,1,32,0,103478,7400,0
2565,10000,2,1,2,23,0,0,0,-2
2566,250000,2,1,2,30,0,57856,48093,-1
2567,280000,1,1,2,31,0,6760,6278,-2
2568,210000,1,2,1,48,0,69274,52288,-1
2569,10000,1,2,2,54,0,47747,5899,0
2570,60000,2,3,1,59,0,285524,61711,0
2571,180000,2,1,2,38,0,184650,0,-2
2572,10000,2,1,2,31,0,0,0,-2
2573,200000,2,1,1,41,0,17770,10612,-1
2574,120000,2,1,2,29,0,2792,4994,-1
2575,160000,2,2,1,28,0,344125,14100,0
2576,180000,1,1,1,48,0,997633,42000,0
2577,60000,2,3,1,42,0,291658,9986,0
2578,80000,1,2,1,27,0,309279,14000,0
2579,200000,1,1,2,27,0,32079,18105,-1
2580,20000,2,3,2,22,1,118790,6987,2
2581,360000,2,2,2,31,0,17582,0,-2
2582,140000,2,1,2,43,0,850233,30303,0
2583,110000,2,3,1,46,1,607521,27710,0
2584,360000,2,1,1,33,0,30867,18967,0
2585,30000,2,1,2,22,0,13709,9158,-2
2586,100000,1,2,2,25,0,203786,37200,-2
2587,60000,1,3,2,34,1,224665,8657,0
2588,130000,2,1,2,32,0,5026,10426,-1
2589,240000,2,2,2,34,0,37852,32466,0
2590,210000,2,2,1,35,1,378534,12768,2
2591,360000,1,1,2,25,0,30379,25269,-1
2592,30000,2,2,2,22,0,78721,1150,-2
2594,90000,2,6,2,49,0,1722,11135,-2
2595,50000,2,1,1,42,0,65754,25000,0
2596,20000,1,3,2,41,0,60506,4500,0
2597,160000,2,2,2,27,0,17077,183348,0
2598,90000,2,2,2,24,0,48669,6440,0
2599,300000,2,5,1,34,0,9474,0,-2
2600,500000,1,1,1,43,0,6292,7138,-1
2601,130000,2,3,2,36,1,0,0,-2
2602,250000,1,3,1,62,0,220136,30000,0
2603,10000,1,3,2,25,1,22446,3300,-2
2604,340000,1,1,2,30,0,37674,36728,0
2605,60000,1,3,2,24,0,133523,16990,0
2606,50000,1,2,1,47,0,198621,24739,0
2607,170000,1,2,2,34,0,30071,7336,-1
2608,490000,1,3,1,51,1,1719,1572,-1
2609,20000,2,2,1,26,1,109452,6377,0
2610,550000,1,2,1,47,0,230325,35000,-2
2611,340000,2,2,2,39,0,367798,16000,0
2612,10000,1,2,2,32,0,48028,2780,0
2613,230000,2,2,2,25,0,39758,40666,-2
2614,30000,1,2,1,39,0,173330,5572,0
2616,450000,2,1,1,37,0,52626,44205,-1
2618,50000,2,2,1,31,1,139825,5737,0
2619,80000,2,1,2,27,0,149291,19034,0
2620,150000,2,2,1,42,1,11257,14564,-1
2621,50000,2,2,2,44,0,150133,11860,-1
2622,210000,2,1,2,39,0,0,0,-2
2623,100000,2,2,2,24,0,395025,21500,2
2624,100000,1,2,2,38,0,150560,43943,-1
2625,500000,1,1,1,45,0,28920,11135,0
2626,30000,2,3,1,58,0,55843,4349,0
2627,50000,1,2,2,46,0,164540,42760,0
2628,50000,2,2,2,23,0,0,0,-2
2629,420000,2,2,1,36,0,21804,18641,-1
2630,30000,2,2,1,32,1,127806,11269,-1
2631,240000,1,1,2,32,0,1183461,59565,0
2632,80000,2,3,1,55,0,361877,12500,0
2634,50000,1,2,1,30,1,227028,7440,0
2635,200000,2,1,1,42,1,0,665,-2
2636,210000,2,1,1,34,0,1514,3512,-1
2637,130000,1,2,2,31,0,371763,8959,0
2638,390000,1,1,2,28,0,206714,40901,0
2639,100000,1,3,1,40,0,22957,44377,-2
2640,140000,2,1,1,33,0,484459,26000,0
2641,80000,2,3,1,35,1,436666,15762,0
2642,50000,2,3,1,42,1,270218,6685,0
2643,50000,1,2,2,25,0,153350,10672,3
2644,360000,1,1,1,39,0,7711,7711,-1
2645,170000,2,2,1,49,1,632546,12365,0
2646,50000,1,2,2,41,0,192572,24896,0
2648,210000,1,1,2,31,1,1956,1763,-1
2649,140000,1,2,1,37,0,357460,10668,0
2650,150000,2,1,2,37,0,663727,23509,0
2651,170000,1,1,1,40,1,17210,16210,0
2652,260000,2,1,2,25,1,42394,22152,0
2653,170000,2,1,2,26,0,615975,25350,0
2654,310000,2,1,2,35,0,179912,90757,0
2655,50000,2,3,2,23,0,203398,10099,2
2656,260000,2,1,1,35,1,11626,6895,0
2657,100000,1,1,2,27,1,222126,14340,2
2658,40000,2,2,1,25,0,243730,12938,2
2660,50000,1,3,1,41,0,164902,8700,0
2661,200000,1,1,2,29,1,8159,4203,-1
2662,320000,2,2,1,53,0,255310,30900,0
2663,220000,2,1,2,45,0,30054,29512,-1
2664,180000,1,2,1,46,0,299234,36000,0
2665,50000,2,2,2,36,1,243532,7300,2
2666,50000,2,2,2,22,0,132991,35534,-1
2667,150000,2,1,2,32,0,431656,24398,0
2668,120000,2,1,1,38,0,60794,59750,-1
2669,30000,1,2,2,34,0,177978,9746,0
2670,10000,1,5,1,43,1,30993,3537,-2
2671,380000,1,1,2,34,0,65661,30861,-2
2672,320000,2,1,1,38,1,0,0,-2
2673,30000,2,2,2,41,0,4419,3511,2
2674,470000,1,2,2,29,0,437481,97045,0
2675,80000,2,3,1,40,0,311800,10179,0
2676,20000,1,2,1,60,0,59298,4500,0
2677,120000,1,1,1,51,0,750331,30246,0
2678,150000,2,1,2,37,0,1776,596,0
2679,200000,2,2,2,43,0,1132606,46084,0
2680,20000,1,2,2,40,0,147362,5327,-2
2681,170000,2,3,1,36,0,485264,18408,0
2682,150000,2,1,2,34,0,2925,1835,-1
2683,160000,1,2,2,30,0,1896,1580,-1
2684,280000,2,1,2,32,0,83024,56445,-1
2685,60000,1,1,1,42,1,262857,13900,2
2686,100000,1,3,1,44,0,266122,16035,0
2687,360000,1,2,2,48,0,272970,87192,-2
2690,160000,2,1,2,31,0,450,628,-1
2691,50000,1,2,1,47,0,142346,6457,0
2692,250000,2,2,1,35,0,261281,47000,0
2693,350000,1,1,1,42,0,24410,31261,-1
2694,100000,2,2,1,22,0,592946,22194,0
2695,30000,1,2,2,33,0,180266,6288,0
2696,450000,2,1,1,36,0,5000,5000,-2
2697,20000,2,3,2,40,0,38524,12894,0
2698,30000,2,3,2,26,0,168659,9307,0
2699,150000,2,3,2,47,0,404082,9768,0
2700,30000,1,2,1,36,0,130276,4517,0
2701,10000,1,3,2,23,0,26920,6400,0
2702,50000,2,3,2,47,0,120474,7897,0
2703,50000,2,1,2,22,0,10558,8414,-1
2704,130000,2,2,2,23,0,51631,7500,0
2705,50000,2,3,2,22,0,225157,11862,0
2706,180000,2,2,2,25,0,806732,64708,0
2707,30000,1,2,1,47,1,161992,13716,0
2708,60000,2,2,2,24,0,131332,10748,0
2709,200000,1,1,2,26,0,148739,34188,0
2710,30000,2,3,2,23,0,39082,2560,0
2711,320000,2,2,2,36,0,1066247,83340,0
2712,360000,2,1,1,37,0,3053,14,-2
2713,60000,2,1,1,39,0,319081,19000,0
2714,50000,2,2,2,28,0,41629,12735,0
2715,30000,1,2,2,35,0,171644,6500,2
2716,50000,2,2,1,31,0,142930,4308,0
2717,70000,2,1,2,24,0,198908,8828,0
2718,310000,1,1,2,44,0,7239,7323,-2
2719,170000,2,2,2,39,0,27297,32156,-1
2721,120000,2,1,2,30,0,8634,6285,-1
2722,100000,2,1,2,33,0,285959,14832,0
2724,180000,2,3,1,47,0,69894,27158,0
2725,20000,2,3,1,51,0,32824,1780,-2
2726,80000,2,2,2,25,0,0,0,-2
2727,200000,2,2,1,39,0,589949,16492,0
2728,200000,1,2,2,27,0,151247,7247,0
2729,30000,1,3,1,42,0,84562,34730,2
2730,250000,2,2,2,40,0,6167,10447,-2
2731,50000,1,3,2,30,0,197742,7200,2
2732,250000,1,1,2,31,1,12333,14122,-2
2733,140000,2,1,2,25,0,158836,11700,0
2734,170000,2,2,2,31,0,18490,12235,0
2735,240000,2,2,2,47,0,44818,84032,-2
2736,140000,2,1,1,37,0,740073,28949,0
2737,50000,2,2,1,28,0,213316,6814,0
2739,420000,2,2,1,57,0,12863,14119,-1
2740,220000,1,1,1,53,0,9901,14175,-1
2741,70000,2,2,1,28,0,162937,7051,0
2742,90000,1,2,2,28,0,288059,9165,0
2743,220000,2,1,1,40,0,0,12096,-2
2744,200000,2,1,2,27,0,29307,14091,0
2746,310000,2,3,2,28,0,70713,46753,-1
2747,80000,2,2,1,34,1,405770,16316,0
2748,290000,2,2,1,38,0,910730,35010,0
2749,260000,1,2,1,43,1,904537,58038,0
2750,120000,1,1,1,43,1,0,0,-2
2751,260000,2,1,1,32,0,7749,8618,-1
2752,360000,2,2,2,39,0,1310,0,-2
2753,30000,2,3,1,36,1,57585,4182,0
2754,30000,2,2,2,22,1,160084,5800,0
2755,20000,1,1,2,22,0,32584,5700,0
2756,240000,2,2,2,25,0,1107576,49074,0
2758,70000,1,2,2,38,0,178050,11192,0
2759,200000,2,1,2,23,0,4257,3869,-2
2760,150000,2,1,2,31,0,306945,150551,0
2761,160000,2,2,1,35,0,49691,7500,0
2762,180000,2,1,2,30,0,445850,117170,0
2763,190000,1,2,1,39,0,875593,36000,0
2764,20000,2,2,1,22,0,86396,8246,0
2765,150000,1,1,2,27,0,479610,20100,0
2766,310000,1,2,1,35,0,82647,17003,0
2767,180000,2,2,1,36,0,491832,32825,0
2768,80000,2,2,2,24,1,563303,20683,0
2769,350000,2,2,1,41,0,490404,25016,0
2770,50000,2,2,1,47,0,92803,3382,-2
2771,90000,2,2,2,23,0,286908,31499,0
2772,220000,1,2,1,35,0,167295,211035,-1
2774,90000,1,3,1,46,0,5599,5898,-1
2775,400000,2,2,1,30,0,363182,80708,-1
2776,210000,2,3,1,40,0,36322,22362,0
2778,500000,1,1,1,55,0,69421,46924,0
2780,180000,2,2,2,26,0,64057,26865,-1
2781,180000,2,2,1,34,1,8600,600,-1
2782,30000,2,1,2,24,0,146379,7379,0
2783,360000,2,1,2,33,0,117108,29700,0
2784,280000,2,1,1,47,0,3623,2284,0
2785,100000,2,1,2,27,1,292015,9737,0
2786,50000,2,2,1,49,0,122833,10127,-1
2787,20000,1,3,1,31,0,72905,3009,-2
2788,80000,2,3,2,27,1,7082,6246,-2
2789,110000,2,2,2,36,0,780,780,-2
2790,50000,1,1,3,25,1,19874,14652,-1
2791,50000,2,2,1,50,1,136459,21346,-1
2792,20000,1,1,2,33,0,105781,5985,0
2793,200000,2,3,1,41,0,320446,24177,-2
2794,250000,2,2,2,44,0,198181,72555,0
2795,150000,2,1,1,33,1,0,0,-2
2796,50000,1,1,2,23,1,0,0,-2
2797,200000,2,1,1,38,0,23479,22354,-1
2798,220000,1,2,1,38,0,770862,30803,0
2799,60000,2,2,1,36,0,24442,24442,-2
2800,100000,1,2,2,43,0,282874,10293,0
2801,20000,1,3,3,46,0,66792,4000,-2
2803,50000,1,2,1,46,1,118433,5000,-2
2804,50000,1,1,2,28,0,169634,8700,0
2805,120000,2,2,1,30,0,4952,4266,-1
2806,120000,2,1,1,39,0,915,915,-1
2807,30000,1,2,2,38,0,171613,12518,0
2808,180000,2,1,2,26,0,7848,7848,-1
2809,500000,1,1,1,46,0,327609,28783,-1
2811,20000,2,2,1,45,0,97897,5487,0
2812,50000,2,2,2,24,1,251131,10001,0
2813,260000,2,2,2,30,0,119798,17000,0
2814,50000,1,2,2,27,0,149046,5079,-1
2815,50000,2,1,2,26,0,9946,9396,-1
2816,50000,2,2,2,49,0,274964,8896,0
2817,100000,1,2,1,49,0,441571,16455,0
2818,50000,2,1,2,24,1,237070,8400,2
2819,180000,2,1,2,27,0,909765,34575,0
2820,240000,2,1,1,38,0,0,100000,-2
2821,30000,1,2,1,38,0,117445,4713,-2
2822,30000,2,3,1,60,1,22316,1801,3
2823,270000,2,1,1,45,0,447495,16615,0
2824,30000,2,3,1,57,1,2174,2197,-1
2825,200000,2,2,1,31,1,12228,11029,-1
2826,40000,2,2,1,29,1,26267,9080,-1
2827,360000,2,1,1,31,0,52295,86950,-2
2828,150000,2,3,1,57,0,58835,58608,-1
2829,80000,2,2,2,24,1,55107,3813,2
2830,300000,2,1,1,32,0,174793,183325,-1
2831,220000,1,2,1,32,0,739502,24066,0
2832,110000,2,2,1,42,0,4806,4806,-1
2833,50000,1,1,2,30,0,40886,3534,0
2834,50000,2,3,2,60,0,176359,7254,0
2835,230000,2,1,1,37,0,83517,24680,0
2836,50000,1,1,1,27,1,278301,13300,0
2837,240000,2,2,3,39,0,622625,21209,0
2838,130000,2,1,2,26,0,11515,39376,-2
2839,160000,2,1,2,34,0,233654,8919,0
2840,210000,2,1,2,31,0,699304,27036,0
2841,210000,2,2,2,32,0,107484,99257,-1
2842,330000,1,1,2,47,0,1121002,38591,0
2843,110000,2,2,1,51,0,74806,5600,2
2845,100000,2,1,2,29,0,45557,36861,-1
2846,210000,2,2,2,34,0,370177,17700,0
2848,180000,2,2,2,25,0,874374,33424,0
2849,150000,2,1,2,28,0,256149,20005,0
2850,50000,1,1,3,37,0,199002,3326,0
2851,230000,2,3,1,47,0,23824,19663,-1
2852,30000,2,2,1,39,1,62686,3575,2
2854,390000,2,2,1,24,0,142533,39000,0
2855,50000,2,2,2,25,1,104329,5750,2
2856,320000,1,2,1,39,0,141969,42952,-1
2857,20000,1,2,2,34,0,103458,3754,0
2858,200000,2,2,1,41,0,274654,18000,0
2860,190000,2,2,2,28,0,0,828,-2
2861,70000,2,1,2,25,1,62023,12000,0
2862,220000,2,1,2,35,1,22721,14429,-1
2863,50000,1,2,2,28,0,189653,9900,0
2864,50000,1,2,1,37,0,104638,7369,0
2865,50000,2,2,1,46,0,185169,8800,2
2866,70000,1,1,1,42,0,345356,27138,0
2867,80000,2,1,2,26,0,400933,17064,0
2868,50000,1,3,2,41,0,192715,6167,0
2869,150000,2,1,2,27,0,1345,24948,-2
2870,300000,2,1,1,36,0,3110,2570,-2
2871,50000,2,1,2,25,0,79704,6300,0
2872,170000,2,2,1,42,0,26456,13858,-2
2873,350000,1,1,2,37,0,2196,2196,-2
2874,470000,2,2,2,33,0,267836,14100,0
2875,20000,1,2,2,25,0,85570,5960,0
2876,140000,2,2,2,26,0,5810,1878,0
2877,60000,2,2,2,23,0,291469,24448,0
2878,160000,2,2,2,23,0,689594,37442,0
2879,150000,2,1,2,26,0,639009,19705,0
2880,20000,2,1,2,23,0,1665,1373,-2
2881,210000,1,1,2,35,0,34435,26099,-1
2882,50000,1,2,2,23,0,64432,22290,0
2883,210000,2,1,2,31,0,139039,106169,-1
2884,280000,1,1,1,44,0,86161,83852,0
2885,300000,1,2,2,36,0,82223,42463,-1
2886,230000,2,3,1,37,0,991553,34556,0
2887,250000,1,2,1,47,0,44595,39018,-2
2889,50000,2,2,1,48,0,71773,37301,-1
2890,50000,1,3,2,46,0,16537,3283,-1
2891,150000,2,2,1,36,0,1087316,43343,0
2892,180000,2,1,2,53,0,127170,127170,-1
2893,450000,1,2,2,37,0,951548,68251,0
2894,70000,2,2,3,24,0,11926,2623,0
2895,110000,1,3,1,40,0,495860,17431,0
2897,210000,2,2,2,37,0,0,0,-2
2898,320000,1,1,2,36,0,572007,66143,-1
2899,20000,1,1,2,37,1,255363,7402,0
2900,130000,2,2,2,29,0,4230,1950,-1
2901,20000,1,1,1,29,0,64933,25628,-1
2902,210000,1,1,1,39,0,5866,2650,2
2903,30000,2,2,2,33,1,158647,6675,0
2904,60000,2,3,1,36,1,295447,9480,0
2905,110000,1,2,1,49,0,333835,16809,0
2906,130000,1,1,2,32,0,117654,65000,-1
2907,500000,2,1,2,38,0,426684,29730,0
2909,100000,1,2,2,35,1,201172,68365,2
2910,220000,1,1,2,25,0,51479,13387,2
2911,50000,1,2,2,40,0,213287,21854,0
2912,500000,1,1,1,49,0,7920,7920,-1
2913,50000,2,1,2,29,1,22065,17007,-1
2914,200000,2,1,1,45,0,20736,22280,-2
2915,320000,2,2,2,50,0,15172,15545,-1
2916,450000,1,2,2,29,0,59824,7163,-1
2918,310000,2,2,1,44,0,500,0,-2
2919,120000,2,2,2,23,1,399832,13206,0
2920,200000,2,2,1,48,0,1289659,38400,0
2921,50000,1,3,1,53,0,153755,6543,0
2922,130000,1,3,1,48,0,209335,77377,-1
2923,50000,2,2,2,23,0,136428,37159,0
2924,130000,1,2,2,26,1,113414,8900,0
2925,50000,2,2,2,42,0,190790,46636,-1
2926,30000,1,2,2,32,0,116294,15000,0
2927,30000,2,2,1,34,1,161495,9191,2
2928,160000,1,1,2,34,1,2620,2250,-1
2929,50000,1,1,2,27,0,277429,11284,0
2930,80000,2,2,2,28,0,275921,99121,0
2931,60000,2,2,2,25,0,257316,12460,0
2932,230000,2,1,2,27,0,115187,9990,-1
2933,390000,2,1,2,30,0,549538,29563,0
2934,110000,2,2,1,28,0,27980,6854,0
2935,50000,1,1,2,24,0,181,1866,-1
2936,20000,2,2,1,35,1,-16968,0,-2
2937,100000,1,2,2,29,0,77184,2106,-2
2938,70000,2,3,1,33,0,137661,43593,0
2939,150000,1,2,1,31,0,688553,18054,0
2940,390000,1,1,2,31,0,97383,13205,0
2941,50000,1,2,1,22,0,188601,28443,0
2944,20000,1,2,2,24,0,118753,6297,0
2946,260000,1,3,2,48,0,1348701,42160,0
2947,90000,2,2,2,26,0,551754,24000,0
2948,100000,2,2,2,27,1,326775,8638,-1
2949,150000,2,1,2,31,0,767899,49440,0
2950,60000,2,2,1,46,0,293920,9437,0
2951,80000,1,2,1,42,0,469535,19400,0
2952,80000,2,2,1,24,0,22170,6557,-1
2953,30000,2,2,1,26,0,111927,1638,0
2954,20000,1,2,1,38,0,20780,23165,-1
2955,50000,1,2,2,24,0,34500,0,-2
2956,250000,2,1,2,37,0,124620,52235,-1
2957,50000,2,1,2,22,1,177283,12513,0
2958,120000,2,3,2,32,0,15501,7415,2
2959,20000,2,2,1,36,0,-150,0,-2
2960,280000,2,3,2,33,0,13393,28814,-1
2961,50000,2,1,1,35,0,186580,6671,-1
2963,100000,1,1,2,32,1,5147,4326,-1
2964,140000,2,3,1,42,0,294613,10100,0
2965,170000,2,2,1,33,0,877855,28227,0
2966,50000,2,2,1,33,0,128938,9780,0
2967,50000,1,3,1,46,0,192630,10161,0
2968,120000,1,2,1,47,1,11293,13012,-1
2969,170000,2,2,2,38,0,560149,26662,2
2970,380000,1,2,1,43,0,846328,32890,-2
2971,400000,2,3,1,37,0,495405,22000,0
2972,50000,2,1,2,30,0,124856,11000,0
2974,30000,2,2,1,24,0,1050,150,2
2975,470000,1,1,1,39,0,44076,45074,-1
2976,180000,2,3,1,40,0,7252,5349,-1
2977,110000,1,3,2,32,1,34223,223,-2
2978,300000,1,1,2,25,0,206080,27830,0
2979,120000,2,1,2,31,0,3491,3491,-1
2980,220000,1,1,2,33,0,16989,16036,0
2981,50000,1,1,2,27,0,121657,8971,-1
2982,100000,1,2,1,43,0,1102,551,0
2983,170000,2,1,2,30,0,18727,15000,-2
2984,360000,2,1,2,37,0,55440,56930,-1
2985,180000,2,2,2,43,0,93114,88922,-1
2986,120000,1,2,2,27,0,146367,6440,0
2987,210000,1,3,2,32,0,5837,5292,-1
2988,60000,1,2,1,56,1,191722,11315,0
2989,130000,1,2,1,40,0,129458,63755,0
2990,50000,2,3,1,36,0,80275,30764,0
2991,50000,2,3,1,52,1,191307,7241,2
2992,100000,2,1,1,33,1,3976,402,-2
2993,150000,2,3,1,43,0,547734,26097,0
2994,240000,1,2,1,38,1,13263,4997,-1
2995,120000,1,2,3,38,0,12976,5216,-2
2996,80000,2,2,1,32,1,22905,68058,-1
2997,210000,2,2,1,27,1,849821,23750,0
2998,80000,2,2,2,37,0,90306,39428,0
2999,50000,2,2,1,38,1,137039,7000,0
3000,50000,2,2,3,52,0,198240,11779,0
3003,30000,1,3,1,44,1,20883,0,-2
3004,50000,1,1,1,41,1,250606,10402,0
3005,220000,1,1,2,37,0,1131312,38100,0
3006,270000,2,1,2,27,0,78516,45000,-1
3007,160000,1,1,1,44,0,935784,38010,0
3008,10000,2,2,1,24,0,28162,2700,2
3009,20000,1,2,2,25,0,81852,2806,0
3010,30000,1,3,2,25,1,144796,6438,2
3011,210000,2,2,2,32,0,548018,24500,0
3012,250000,2,2,1,50,0,646649,25455,0
3013,50000,1,2,2,28,0,153363,7600,0
3014,180000,2,1,2,28,0,5197,4988,-2
3015,200000,1,1,2,35,0,122072,141422,-1
3017,20000,1,1,2,22,0,113885,5779,0
3018,30000,1,3,2,36,1,60327,1768,-2
3019,20000,1,1,1,34,0,54503,12000,2
3020,140000,2,3,2,59,1,386458,15000,0
3021,30000,1,3,1,44,1,134214,12200,0
3022,180000,2,1,2,30,0,42970,10607,-2
3023,20000,2,2,2,25,0,65635,6401,3
3025,100000,2,3,1,36,1,701149,55041,2
3026,20000,1,2,1,45,0,0,19409,-2
3027,350000,1,1,1,31,1,133466,21000,0
3028,80000,2,2,1,32,0,368432,14000,0
3029,120000,2,3,1,49,0,273655,20000,0
3030,210000,2,2,2,30,0,177923,40000,0
3031,120000,1,1,1,37,0,96240,64190,-1
3032,20000,1,2,2,22,0,64231,14100,0
3033,200000,1,3,2,25,0,4186,3344,-1
3034,50000,2,2,2,54,0,6430,1511,2
3035,170000,1,2,1,37,0,119057,114292,-2
3036,450000,1,1,1,37,0,245,245,-2
3037,300000,1,1,2,34,0,70075,71379,-1
3039,280000,1,2,1,37,0,37932,41972,-2
3040,170000,1,1,2,39,0,948876,52154,0
3041,60000,1,1,1,38,1,198484,9800,2
3042,50000,1,2,2,29,0,124634,4947,0
3043,380000,1,2,1,38,0,7145,17145,-2
3044,70000,2,1,1,40,1,274465,11107,2
3046,180000,1,1,1,38,0,1956,1956,-1
3048,250000,2,1,2,26,0,9920,2546,-1
3050,210000,1,2,2,37,0,10719,7558,0
3051,160000,1,2,2,26,0,167464,93476,0
3053,280000,1,1,1,44,0,-14,7657,-1
3054,50000,1,2,1,33,0,1560,1170,-2
3055,350000,1,1,1,60,1,6932,6932,-1
3056,230000,2,1,2,40,0,360,0,-2
3058,30000,1,2,2,47,0,177593,10401,0
3059,50000,1,2,1,37,0,50288,45650,-1
3060,180000,1,1,2,26,0,66581,9574,-1
3061,150000,2,3,1,45,1,830237,30404,0
3062,70000,1,1,2,27,0,208047,8890,2
3063,150000,1,2,2,26,0,69681,7875,0
3064,50000,1,3,2,25,0,274677,13300,2
3065,430000,2,2,1,42,0,546219,20048,0
3066,70000,1,1,2,25,1,26880,3224,0
3067,20000,1,3,2,36,0,3150,4398,-1
3068,310000,2,1,1,33,1,1009,894,-2
3069,160000,2,2,1,23,0,364155,103074,0
3070,30000,1,3,2,38,0,174323,6143,0
3072,180000,2,1,2,28,1,563971,23810,0
3073,210000,1,2,1,40,0,63516,25147,0
3074,360000,1,1,2,30,1,1438,97163,-1
3075,180000,1,3,2,31,0,212254,7890,0
3076,200000,2,1,2,29,0,88669,8000,2
3077,50000,1,3,2,22,1,99720,6126,0
3078,240000,1,2,1,48,1,37860,50635,-1
3079,180000,2,1,2,29,0,90226,7976,0
3080,80000,2,3,1,33,0,2877,3525,-2
3081,50000,2,3,1,32,0,189930,12000,0
3082,280000,2,2,1,36,0,498922,33119,0
3083,70000,2,1,2,29,0,261455,39000,0
3084,400000,1,1,2,36,0,17760,13355,-2
3085,210000,2,3,1,45,0,2580,12948,-1
3086,80000,1,3,2,33,0,353853,15868,0
3088,310000,1,2,2,29,0,62157,41907,-1
3089,360000,2,3,2,27,0,0,0,-2
3090,200000,1,2,2,28,0,134680,91152,-1
3091,50000,1,2,1,33,0,187414,7323,0
3092,320000,2,2,1,41,0,248758,16500,0
3093,60000,1,2,2,27,0,167590,10974,0
3095,150000,2,1,1,44,1,3210,1367,-2
3096,360000,2,1,1,39,0,3273,3108,-1
3097,50000,1,1,2,34,0,119589,32303,0
3098,280000,2,1,1,37,0,75803,78577,-1
3099,50000,2,3,1,50,0,115564,3264,0
3100,500000,1,1,1,32,0,125867,34001,0
3101,400000,2,3,1,41,1,94458,25961,0
3102,280000,1,2,2,28,0,7005,6328,-2
3104,260000,2,1,2,29,1,81496,84998,-1
3105,330000,1,1,1,42,0,577569,29449,0
3106,350000,2,2,1,33,0,696492,176017,0
3107,500000,2,2,1,39,0,121326,113201,-1
3108,440000,2,1,1,35,0,732299,47126,0
3109,260000,1,2,2,28,0,1299926,49750,0
3111,100000,1,2,1,35,0,458233,30282,0
3112,70000,1,3,1,47,0,261737,14109,0
3113,440000,1,1,2,43,0,317522,20400,0
3114,220000,2,1,1,44,0,1244993,42260,0
3115,160000,2,1,1,32,0,20537,19706,-1
3116,200000,1,2,1,46,0,37236,23878,-1
3117,30000,2,2,2,25,0,148474,8679,0
3118,110000,2,1,2,27,0,673220,25301,0
3119,60000,2,2,1,43,0,288970,10964,0
3121,110000,1,2,1,36,0,547485,18572,0
3123,280000,2,1,2,32,0,953591,36312,0
3124,210000,1,1,2,30,0,5766,6212,-1
3125,80000,2,2,1,37,0,179609,39272,0
3126,200000,2,1,2,37,0,272509,36903,0
3127,100000,2,2,2,33,0,451918,11000,0
3128,210000,1,2,1,42,0,55991,49706,-1
3129,140000,2,2,2,35,0,770165,23811,0
3130,180000,1,1,2,29,0,606712,28200,2
3131,240000,2,2,2,34,0,550489,28416,0
3132,150000,2,1,2,24,0,155786,101933,-1
3133,80000,1,2,1,54,1,476100,76206,-1
3134,210000,2,2,1,37,1,75727,44092,-2
3135,180000,2,1,2,28,0,92544,33602,-1
3136,100000,2,1,2,26,0,593966,25510,0
3137,20000,1,1,2,28,0,102802,17227,0
3138,140000,1,2,2,34,0,488103,15900,0
3139,200000,1,3,2,40,0,4991,4601,-2
3140,80000,1,2,2,25,0,299981,12000,0
3141,20000,2,2,2,49,1,111226,9000,0
3142,80000,2,2,2,24,0,0,400,-2
3143,170000,2,1,1,41,0,604980,101049,0
3144,70000,2,2,1,41,1,315099,12800,2
3145,90000,2,3,1,40,0,65216,78256,-1
3146,30000,1,2,2,30,0,145496,6474,0
3147,50000,1,1,2,25,0,22687,21628,-2
